uf,geocode,regional,regional_geocode,macroregional,macroregional_geocode
SC,4219200,Alto Vale do Itajaí,42004,Alto Vale do Itajaí,4216
SE,2805000,Itabaiana,28003,Macro Única,2801
SE,2804458,Itabaiana,28003,Macro Única,2801
SE,2804003,Nossa Senhora do Socorro,28006,Macro Única,2801
SE,2803906,Itabaiana,28003,Macro Única,2801
SE,2802908,Itabaiana,28003,Macro Única,2801
SE,2802205,Nossa Senhora da Glória,28005,Macro Única,2801
BA,2932309,Itabuna,29012,Sul,2910
RR,1400159,Centro Norte,14001,Roraima,1401
SC,4212601,Alto Uruguai Catarinense,42010,Meio Oeste e Serra Catarinense,4212
PB,2501906,2ª Região,25002,João Pessoa,2503
PB,2500536,15ª Região,25015,Campina Grande,2502
PB,2514107,5ª Região,25005,Campina Grande,2502
PB,2512507,15ª Região,25015,Campina Grande,2502
PB,2512101,13ª Região,25013,Sertão/Alto Sertão,2501
RO,1100700,Vale do Jamari,11001,Porto Velho,1102
RN,2414803,São José de Mipibu,24001,Macrorregião I,2402
RN,2413508,São José de Mipibu,24001,Macrorregião I,2402
RN,2411205,Santa Cruz,24005,Macrorregião I,2402
RN,2409902,Açu,24008,Macrorregião II,2401
PI,2207207,Vale do Rio Guaribas,22009,Semi-árido,2207
RN,2407401,Pau dos Ferros,24006,Macrorregião II,2401
RN,2407005,Pau dos Ferros,24006,Macrorregião II,2401
RN,2406205,São José de Mipibu,24001,Macrorregião I,2402
RN,2405306,Santa Cruz,24005,Macrorregião I,2402
RN,2404507,João Câmara,24003,Macrorregião I,2402
RN,2406304,São José de Mipibu,24001,Macrorregião I,2402
RN,2403251,Metropolitana,24007,Macrorregião I,2402
RN,2402501,Açu,24008,Macrorregião II,2401
PI,2201739,Vale do Rio Guaribas,22009,Semi-árido,2207
PI,2201556,Vale do Canindé,22008,Semi-árido,2207
PI,2200954,Vale do Rio Guaribas,22009,Semi-árido,2207
SP,3522307,Itapetininga,35161,RRAS8,3519
PB,2517001,15ª Região,25015,Campina Grande,2502
PB,2517100,6ª Região,25006,Sertão/Alto Sertão,2501
PB,2501575,15ª Região,25015,Campina Grande,2502
PB,2501708,15ª Região,25015,Campina Grande,2502
MT,5107404,Sul Matogrossense,51013,Sul,5101
MT,5104906,Baixada Cuiabana,51002,Centro-Norte,5105
MT,5101258,Oeste Matogrossense,51011,Oeste,5102
MT,5106703,Garças Araguaia,51005,Leste,5104
MT,5100607,Sul Matogrossense,51013,Sul,5101
PR,4110805,11ª RS Campo Mourão,41011,Noroeste,4106
MT,5106299,Alto Tapajós,51001,Norte,5103
MT,5106653,Garças Araguaia,51005,Leste,5104
MT,5107040,Sul Matogrossense,51013,Sul,5101
MT,5107065,Médio Araguaia,51006,Leste,5104
MT,5102702,Médio Araguaia,51006,Leste,5104
MT,5102850,Noroeste Matogrossense,51008,Centro-Norte,5105
MT,5103304,Sudoeste Matogrossense,51012,Oeste,5102
MT,5103957,Oeste Matogrossense,51011,Oeste,5102
MT,5104104,Vale do Peixoto,51015,Norte,5103
PI,2207900,Cocais,22003,Litoral,2209
MT,5106232,Médio Norte Matogrossense,51007,Centro-Norte,5105
MT,5107297,Sul Matogrossense,51013,Sul,5101
CE,2306504,Baturité,23004,Fortaleza,2310
PA,1500131,Carajás,15003,Macrorregional IV,1509
PA,1500859,Xingu,15012,Macrorregional III,1510
PA,1500958,Metropolitana III,15008,Macrorregional II,1511
PB,2505600,7ª Região,25007,Sertão/Alto Sertão,2501
PR,4118600,6ª RS União da Vitória,41006,Leste,4107
PA,1501303,Tocantins,15011,Macrorregional I,1512
PA,1501576,Carajás,15003,Macrorregional IV,1509
PA,1501600,Rio Caetés,15009,Macrorregional II,1511
PA,1502608,Metropolitana II,15007,Macrorregional II,1511
PA,1503093,Lago de Tucuruí,15004,Macrorregional IV,1509
PA,1505007,Rio Caetés,15009,Macrorregional II,1511
PA,1505700,Marajó I,15013,Macrorregional I,1512
PA,1506559,Rio Caetés,15009,Macrorregional II,1511
PI,2208403,Cocais,22003,Litoral,2209
PA,1507466,Metropolitana III,15008,Macrorregional II,1511
PA,1508308,Rio Caetés,15009,Macrorregional II,1511
BA,2907202,Juazeiro,29016,Norte,2913
PA,1502509,Marajó I,15013,Macrorregional I,1512
PA,1503457,Metropolitana III,15008,Macrorregional II,1511
SC,4218707,Laguna,42016,Sul,4210
PA,1504422,Metropolitana I,15006,Macrorregional I,1512
PA,1507458,Carajás,15003,Macrorregional IV,1509
PR,4118907,12ª RS Umuarama,41012,Noroeste,4106
PA,1500602,Xingu,15012,Macrorregional III,1510
PA,1500909,Rio Caetés,15009,Macrorregional II,1511
PA,1502806,Marajó II,15014,Macrorregional I,1512
PI,2206720,Entre Rios,22004,Meio Norte,2208
PA,1507003,Metropolitana II,15007,Macrorregional II,1511
PA,1505601,Rio Caetés,15009,Macrorregional II,1511
PB,2509156,10ª Região,25010,Sertão/Alto Sertão,2501
PA,1506906,Rio Caetés,15009,Macrorregional II,1511
PA,1508407,Araguaia,15001,Macrorregional IV,1509
PA,1501105,Marajó II,15014,Macrorregional I,1512
PA,1502756,Metropolitana II,15007,Macrorregional II,1511
PA,1504208,Carajás,15003,Macrorregional IV,1509
PA,1506005,Baixo Amazonas,15002,Macrorregional III,1510
PI,2206803,Cocais,22003,Litoral,2209
PR,4122800,8ª RS Francisco Beltrão,41008,Oeste,4108
PI,2201200,Cocais,22003,Litoral,2209
SC,4206603,Extremo Oeste,42001,Grande Oeste,4213
PI,2201002,Vale dos Rios Piauí e Itaueiras,22011,Cerrados,2210
PI,2202000,Planície Litorânea,22005,Litoral,2209
PB,2516201,10ª Região,25010,Sertão/Alto Sertão,2501
MT,5105150,Noroeste Matogrossense,51008,Centro-Norte,5105
MT,5104526,Teles Pires,51014,Norte,5103
MT,5104500,Oeste Matogrossense,51011,Oeste,5102
MT,5103908,Garças Araguaia,51005,Leste,5104
MT,5103858,Médio Araguaia,51006,Leste,5104
AL,2701704,4ª Região de Saúde,27004,1ª Macrorregião de Saúde,2704
AL,2702553,8ª Região de Saúde,27008,2ª Macrorregião de Saúde,2703
AL,2705507,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704
AL,2705705,9ª Região de Saúde,27009,2ª Macrorregião de Saúde,2703
AL,2705804,10ª Região de Saúde,27010,2ª Macrorregião de Saúde,2703
AL,2707206,9ª Região de Saúde,27009,2ª Macrorregião de Saúde,2703
AL,2707305,2ª Região de Saúde,27002,1ª Macrorregião de Saúde,2704
AL,2708006,9ª Região de Saúde,27009,2ª Macrorregião de Saúde,2703
AL,2708501,2ª Região de Saúde,27002,1ª Macrorregião de Saúde,2704
AL,2709103,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
AL,2706703,6ª Região de Saúde,27006,1ª Macrorregião de Saúde,2704
AL,2703205,6ª Região de Saúde,27006,1ª Macrorregião de Saúde,2704
CE,2306801,Limoeiro do Norte,23010,Litoral Leste/Jaguaribe,2306
AL,2705200,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704
AL,2707008,4ª Região de Saúde,27004,1ª Macrorregião de Saúde,2704
AL,2707909,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704
AL,2708204,6ª Região de Saúde,27006,1ª Macrorregião de Saúde,2704
AL,2708600,5ª Região de Saúde,27005,1ª Macrorregião de Saúde,2704
AL,2708956,9ª Região de Saúde,27009,2ª Macrorregião de Saúde,2703
AL,2709202,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
AL,2700102,10ª Região de Saúde,27010,2ª Macrorregião de Saúde,2703
AL,2700201,5ª Região de Saúde,27005,1ª Macrorregião de Saúde,2704
AL,2700300,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
AL,2701357,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704
AL,2701506,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
AL,2702207,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704
AL,2703304,10ª Região de Saúde,27010,2ª Macrorregião de Saúde,2703
SP,3517802,Lagos do DRS II,35022,RRAS12,3531
AL,2709152,5ª Região de Saúde,27005,1ª Macrorregião de Saúde,2704
AM,1301654,Regional Juruá,13007,Oeste,1302
AM,1301704,Rio Madeira,13003,Leste,1303
AM,1301852,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304
AM,1303304,Rio Madeira,13003,Leste,1303
MT,5106190,Norte Matogrossense,51010,Norte,5103
AM,1304302,Médio Amazonas,13004,Leste,1303
AM,1302801,Triângulo,13008,Oeste,1302
AM,1302207,Triângulo,13008,Oeste,1302
SC,4215802,Planalto Norte,42012,Planalto Norte e Nordeste,4211
PR,4115903,14ª RS Paranavaí,41014,Noroeste,4106
AM,1302009,Médio Amazonas,13004,Leste,1303
AM,1302306,Alto Solimões,13009,Oeste,1302
AM,1302553,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304
AM,1302603,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304
AM,1304062,Alto Solimões,13009,Oeste,1302
AM,1301803,Regional Juruá,13007,Oeste,1302
AM,1304237,Alto Solimões,13009,Oeste,1302
AM,1303205,Rio Negro e Solimões,13002,Central,1304
AP,1600055,Área Central,16001,Amapá,1601
AP,1600808,Área Sudoeste,16003,Amapá,1601
AP,1600709,Área Norte,16002,Amapá,1601
DF,5300108,Distrito Federal,53001,Distrito Federal,5302
ES,3205309,Metropolitana,32002,Metropolitana,3207
ES,3204658,Central,32001,Central,3208
BA,2929701,Alagoinhas,29001,Nordeste,2914
ES,3204955,Central,32001,Central,3208
ES,3205176,Central,32001,Central,3208
ES,3202553,Sul,32004,Sul,3205
ES,3203304,Central,32001,Central,3208
ES,3203320,Sul,32004,Sul,3205
ES,3203601,Norte,32003,Norte,3206
ES,3204708,Central,32001,Central,3208
ES,3200607,Central,32001,Central,3208
ES,3201001,Norte,32003,Norte,3206
ES,3201407,Sul,32004,Sul,3205
ES,3204609,Metropolitana,32002,Metropolitana,3207
ES,3200102,Metropolitana,32002,Metropolitana,3207
ES,3200904,Norte,32003,Norte,3206
ES,3203056,Norte,32003,Norte,3206
MS,5002308,Três Lagoas,50004,Três Lagoas,5005
MS,5002803,Campo Grande,50001,Campo Grande,5008
PI,2205201,Vale do Rio Guaribas,22009,Semi-árido,2207
MS,5004809,Dourados,50003,Dourados,5006
SC,4204905,Extremo Oeste,42001,Grande Oeste,4213
MS,5001102,Campo Grande,50001,Campo Grande,5008
MS,5002159,Campo Grande,50001,Campo Grande,5008
MS,5002209,Campo Grande,50001,Campo Grande,5008
MS,5004403,Três Lagoas,50004,Três Lagoas,5005
MS,5004502,Dourados,50003,Dourados,5006
PI,2205706,Planície Litorânea,22005,Litoral,2209
MS,5005152,Dourados,50003,Dourados,5006
MS,5005202,Corumbá,50002,Corumbá,5007
MS,5005251,Dourados,50003,Dourados,5006
MS,5005806,Campo Grande,50001,Campo Grande,5008
MS,5006200,Dourados,50003,Dourados,5006
MS,5007935,Campo Grande,50001,Campo Grande,5008
MS,5006408,Campo Grande,50001,Campo Grande,5008
MS,5003157,Dourados,50003,Dourados,5006
MS,5004106,Campo Grande,50001,Campo Grande,5008
MS,5005004,Campo Grande,50001,Campo Grande,5008
MS,5006259,Dourados,50003,Dourados,5006
PB,2516151,4ª Região,25004,Campina Grande,2502
PI,2206605,Chapada das Mangabeiras,22002,Cerrados,2210
MS,5006903,Campo Grande,50001,Campo Grande,5008
MS,5007554,Três Lagoas,50004,Três Lagoas,5005
MT,5103809,Sudoeste Matogrossense,51012,Oeste,5102
PI,2205458,Cocais,22003,Litoral,2209
MT,5107883,Norte Araguaia Karajá,51009,Leste,5104
MT,5106281,Garças Araguaia,51005,Leste,5104
MT,5106372,Sul Matogrossense,51013,Sul,5101
MT,5106505,Baixada Cuiabana,51002,Centro-Norte,5105
MT,5106802,Vale dos Arinos,51016,Norte,5103
MT,5106851,Médio Norte Matogrossense,51007,Centro-Norte,5105
MT,5101407,Noroeste Matogrossense,51008,Centro-Norte,5105
MT,5101704,Médio Norte Matogrossense,51007,Centro-Norte,5105
MT,5101803,Garças Araguaia,51005,Leste,5104
MT,5102603,Garças Araguaia,51005,Leste,5104
MT,5102678,Sul Matogrossense,51013,Sul,5101
MT,5102686,Sudoeste Matogrossense,51012,Oeste,5102
MT,5103056,Teles Pires,51014,Norte,5103
MT,5103379,Noroeste Matogrossense,51008,Centro-Norte,5105
AC,1200609,Juruá e Tarauacá/Envira,12003,Acre,1201
RN,2403004,Caicó,24004,Macrorregião I,2402
SP,3521101,Rio Claro,35104,RRAS14,3529
SP,3521507,Catanduva,35151,RRAS12,3531
SP,3522109,Baixada Santista,35041,RRAS7,3520
SP,3522158,Itapeva,35162,RRAS8,3519
SP,3525904,Jundiaí,35073,RRAS16,3527
AL,2704401,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
SP,3522406,Itapeva,35162,RRAS8,3519
SP,3522703,Centro Oeste do DRS III,35032,RRAS13,3530
SP,3522802,Vale do Jurumirim,35061,RRAS9,3518
SP,3523503,Polo Cuesta,35063,RRAS9,3518
SP,3524006,Jundiaí,35073,RRAS16,3527
SP,3524907,Alto Vale do Paraíba,35171,RRAS17,3526
SP,3525409,Três Colinas,35081,RRAS13,3530
SP,3525706,José Bonifácio,35156,RRAS12,3531
SP,3526100,Vale do Ribeira,35121,RRAS7,3520
SP,3526209,Mananciais,35013,RRAS4,3523
SP,3526308,Vale do Paraíba/Reg. Serrana,35174,RRAS17,3526
SP,3526506,Lagos do DRS II,35022,RRAS12,3531
SP,3526902,Limeira,35102,RRAS14,3529
SP,3527207,Circ. da Fé e Vale Histórico,35172,RRAS17,3526
SP,3527603,Aquífero Guarani,35132,RRAS13,3530
SP,3521200,Vale do Ribeira,35121,RRAS7,3520
SP,3528106,Votuporanga,35157,RRAS12,3531
SP,3528205,Fernandópolis,35154,RRAS12,3531
SP,3528304,Votuporanga,35157,RRAS12,3531
SP,3528403,Sorocaba,35163,RRAS8,3519
SP,3528858,Catanduva,35151,RRAS12,3531
SP,3529302,Norte do DRS III,35033,RRAS13,3530
SP,3529906,Vale do Ribeira,35121,RRAS7,3520
AL,2700904,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
SP,3541604,Lins,35065,RRAS9,3518
SP,3530508,Rio Pardo,35143,RRAS15,3528
SP,3530805,Baixa Mogiana,35141,RRAS15,3528
SP,3531001,Votuporanga,35157,RRAS12,3531
AL,2702801,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704
SP,3531407,José Bonifácio,35156,RRAS12,3531
SP,3532108,Lagos do DRS II,35022,RRAS12,3531
SP,3532207,Alta Sorocabana,35112,RRAS11,3532
SP,3532306,Vale do Paraíba/Reg. Serrana,35174,RRAS17,3526
SP,3532504,São José do Rio Preto,35155,RRAS12,3531
SP,3532801,São José do Rio Preto,35155,RRAS12,3531
AL,2703759,6ª Região de Saúde,27006,1ª Macrorregião de Saúde,2704
SP,3535507,Assis,35092,RRAS10,3533
SP,3532868,Central do DRS II,35021,RRAS12,3531
SP,3532900,Centro Oeste do DRS III,35032,RRAS13,3530
SP,3533254,Catanduva,35151,RRAS12,3531
SP,3533304,Central do DRS II,35021,RRAS12,3531
AL,2707107,10ª Região de Saúde,27010,2ª Macrorregião de Saúde,2703
SP,3534005,São José do Rio Preto,35155,RRAS12,3531
SP,3534104,Marília,35093,RRAS10,3533
SP,3534757,Fernandópolis,35154,RRAS12,3531
SP,3534302,Alta Anhanguera,35082,RRAS13,3530
AL,2707503,6ª Região de Saúde,27006,1ª Macrorregião de Saúde,2704
SP,3534500,Marília,35093,RRAS10,3533
SP,3535002,São José do Rio Preto,35155,RRAS12,3531
SP,3535200,Jales,35153,RRAS12,3531
SP,3535309,Assis,35092,RRAS10,3533
SP,3536000,Tupã,35095,RRAS10,3533
SP,3536208,Vale do Ribeira,35121,RRAS7,3520
SP,3536406,Alta Paulista,35111,RRAS11,3532
SP,3536703,Bauru,35062,RRAS9,3518
SP,3536901,Fernandópolis,35154,RRAS12,3531
SP,3537701,Consórcios do DRS II,35023,RRAS12,3531
SP,3537800,Sorocaba,35163,RRAS8,3519
SP,3538006,Vale do Paraíba/Reg. Serrana,35174,RRAS17,3526
SP,3538204,Bragança,35071,RRAS16,3527
SP,3538303,Extremo Oeste Paulista,35114,RRAS11,3532
SP,3538808,Vale do Jurumirim,35061,RRAS9,3518
SP,3538907,Bauru,35062,RRAS9,3518
SP,3539301,Araras,35101,RRAS14,3529
AM,1303569,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304
SP,3540309,Votuporanga,35157,RRAS12,3531
SP,3540705,Coração do DRS III,35034,RRAS13,3530
AM,1301308,Rio Negro e Solimões,13002,Central,1304
AM,1300060,Alto Solimões,13009,Oeste,1302
SP,3541505,Extremo Oeste Paulista,35114,RRAS11,3532
AM,1300029,Triângulo,13008,Oeste,1302
SP,3542602,Vale do Ribeira,35121,RRAS7,3520
SP,3527900,Assis,35092,RRAS10,3533
SP,3543105,Três Colinas,35081,RRAS13,3530
SP,3543253,Itapetininga,35161,RRAS8,3519
SP,3544202,Votuporanga,35157,RRAS12,3531
SP,3544301,Circ. da Fé e Vale Histórico,35172,RRAS17,3526
AM,1300144,Rio Madeira,13003,Leste,1303
SP,3544509,Santa Fé do Sul,35152,RRAS12,3531
SP,3544806,Catanduva,35151,RRAS12,3531
SP,3514403,Alta Paulista,35111,RRAS11,3532
SP,3545209,Sorocaba,35163,RRAS8,3519
SP,3545407,Ourinhos,35094,RRAS10,3533
SP,3545605,Catanduva,35151,RRAS12,3531
SP,3546108,Santa Fé do Sul,35152,RRAS12,3531
SP,3546256,Vale das Cachoeiras,35133,RRAS13,3530
SP,3546306,Mantiqueira,35142,RRAS15,3528
SP,3546603,Santa Fé do Sul,35152,RRAS12,3531
AM,1300607,Alto Solimões,13009,Oeste,1302
SP,3547106,Alta Paulista,35111,RRAS11,3532
SP,3547700,Alta Sorocabana,35112,RRAS11,3532
SP,3547908,Vale das Cachoeiras,35133,RRAS13,3530
SP,3548054,Central do DRS II,35021,RRAS12,3531
SP,3548807,Grande ABC,35015,RRAS1,3534
SP,3548906,Coração do DRS III,35034,RRAS13,3530
SP,3550001,Vale do Paraíba/Reg. Serrana,35174,RRAS17,3526
SP,3550100,Polo Cuesta,35063,RRAS9,3518
SP,3550407,Piracicaba,35103,RRAS14,3529
SP,3551306,Votuporanga,35157,RRAS12,3531
SP,3551405,Aquífero Guarani,35132,RRAS13,3530
SP,3551603,Circuito das Águas,35074,RRAS15,3528
SP,3521705,Itapeva,35162,RRAS8,3519
SP,3552502,Alto do Tietê,35011,RRAS2,3525
SP,3552551,Lagos do DRS II,35022,RRAS12,3531
SP,3552601,Catanduva,35151,RRAS12,3531
SP,3552700,Centro Oeste do DRS III,35032,RRAS13,3530
AM,1301605,Alto Solimões,13009,Oeste,1302
SP,3552908,Alta Sorocabana,35112,RRAS11,3532
SP,3553401,São José do Rio Preto,35155,RRAS12,3531
SP,3553609,Rio Pardo,35143,RRAS15,3528
SP,3553807,Vale do Jurumirim,35061,RRAS9,3518
SP,3554102,Vale do Paraíba/Reg. Serrana,35174,RRAS17,3526
SP,3554805,Vale do Paraíba/Reg. Serrana,35174,RRAS17,3526
SP,3554904,Santa Fé do Sul,35152,RRAS12,3531
SP,3555208,Consórcios do DRS II,35023,RRAS12,3531
SP,3555307,Fernandópolis,35154,RRAS12,3531
SP,3555356,José Bonifácio,35156,RRAS12,3531
SP,3555406,Litoral Norte,35173,RRAS17,3526
SP,3555505,Marília,35093,RRAS10,3533
SP,3555604,São José do Rio Preto,35155,RRAS12,3531
SP,3555703,José Bonifácio,35156,RRAS12,3531
SP,3556107,Votuporanga,35157,RRAS12,3531
SP,3556206,RM de Campinas,35072,RRAS15,3528
AM,1303601,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304
SP,3556404,Mantiqueira,35142,RRAS15,3528
SP,3556958,Jales,35153,RRAS12,3531
SP,3557006,Sorocaba,35163,RRAS8,3519
SP,3557105,Votuporanga,35157,RRAS12,3531
AM,1303809,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304
SP,3531704,Alto Vale do Paraíba,35171,RRAS17,3526
AM,1302405,Regional Purus,13006,Central,1304
RN,2412807,Açu,24008,Macrorregião II,2401
AM,1302504,Rio Negro e Solimões,13002,Central,1304
PI,2201150,Tabuleiros do Alto Parnaíba,22007,Cerrados,2210
SP,3514700,Marília,35093,RRAS10,3533
RN,2413557,Pau dos Ferros,24006,Macrorregião II,2401
RN,2413904,João Câmara,24003,Macrorregião I,2402
RN,2414456,Açu,24008,Macrorregião II,2401
SP,3526001,Alta Paulista,35111,RRAS11,3532
RN,2406106,Caicó,24004,Macrorregião I,2402
PB,2511707,2ª Região,25002,João Pessoa,2503
PB,2512077,9ª Região,25009,Sertão/Alto Sertão,2501
RN,2408805,João Câmara,24003,Macrorregião I,2402
SP,3523404,RM de Campinas,35072,RRAS15,3528
AM,1303957,Médio Amazonas,13004,Leste,1303
RN,2410306,Santa Cruz,24005,Macrorregião I,2402
RN,2400109,Caicó,24004,Macrorregião I,2402
AM,1304005,Médio Amazonas,13004,Leste,1303
RN,2403301,Pau dos Ferros,24006,Macrorregião II,2401
RN,2405603,Caicó,24004,Macrorregião I,2402
PI,2203008,Chapada das Mangabeiras,22002,Cerrados,2210
SP,3522000,Jaú,35064,RRAS9,3518
PB,2512788,15ª Região,25015,Campina Grande,2502
PI,2202307,Vale dos Rios Piauí e Itaueiras,22011,Cerrados,2210
PI,2202604,Carnaubais,22001,Meio Norte,2208
PI,2202174,Cocais,22003,Litoral,2209
PI,2207108,Entre Rios,22004,Meio Norte,2208
PI,2202711,Carnaubais,22001,Meio Norte,2208
AC,1200252,Alto Acre,12001,Acre,1201
AC,1200138,Baixo Acre e Purus,12002,Acre,1201
PI,2200301,Entre Rios,22004,Meio Norte,2208
AC,1200344,Baixo Acre e Purus,12002,Acre,1201
PI,2204550,Serra da Capivara,22006,Cerrados,2210
SP,3517000,Lins,35065,RRAS9,3518
AC,1200393,Juruá e Tarauacá/Envira,12003,Acre,1201
RN,2413003,Caicó,24004,Macrorregião I,2402
SP,3517604,Itapeva,35162,RRAS8,3519
MT,5107958,Médio Norte Matogrossense,51007,Centro-Norte,5105
AP,1600600,Área Sudoeste,16003,Amapá,1601
AP,1600154,Área Central,16001,Amapá,1601
PI,2203503,Vale do Sambito,22010,Semi-árido,2207
RN,2411700,Santa Cruz,24005,Macrorregião I,2402
PI,2203859,Vale do Canindé,22008,Semi-árido,2207
AP,1600550,Área Norte,16002,Amapá,1601
SC,4219606,Alto Uruguai Catarinense,42010,Meio Oeste e Serra Catarinense,4212
AP,1600279,Área Sudoeste,16003,Amapá,1601
SP,3534906,Adamantina,35091,RRAS10,3533
BA,2930105,Senhor do Bonfim,29024,Norte,2913
PR,4108502,6ª RS União da Vitória,41006,Leste,4107
CE,2304004,Sobral,23011,Sobral,2309
SC,4218756,Extremo Oeste,42001,Grande Oeste,4213
RN,2407104,Metropolitana,24007,Macrorregião I,2402
RN,2405504,João Câmara,24003,Macrorregião I,2402
RN,2413706,Santa Cruz,24005,Macrorregião I,2402
RN,2400604,Pau dos Ferros,24006,Macrorregião II,2401
RN,2401008,Mossoró,24002,Macrorregião II,2401
RN,2401404,São José de Mipibu,24001,Macrorregião I,2402
SP,3520806,Adamantina,35091,RRAS10,3533
SP,3520608,Alta Sorocabana,35112,RRAS11,3532
SP,3520103,Alta Mogiana,35083,RRAS13,3530
SP,3520004,Jaú,35064,RRAS9,3518
SP,3519600,Centro Oeste do DRS III,35032,RRAS13,3530
SP,3519303,Coração do DRS III,35034,RRAS13,3530
SP,3519105,Bauru,35062,RRAS9,3518
SP,3518909,Central do DRS II,35021,RRAS12,3531
MS,5003207,Corumbá,50002,Corumbá,5007
SP,3518404,Circ. da Fé e Vale Histórico,35172,RRAS17,3526
SP,3518206,Central do DRS II,35021,RRAS12,3531
SP,3518008,Fernandópolis,35154,RRAS12,3531
SP,3517901,Norte - Barretos,35051,RRAS13,3530
SP,3517703,Alta Mogiana,35083,RRAS13,3530
SP,3517505,São José do Rio Preto,35155,RRAS12,3531
SP,3513702,Coração do DRS III,35034,RRAS13,3530
SP,3516903,Votuporanga,35157,RRAS12,3531
SP,3516853,Central do DRS III,35031,RRAS13,3530
SP,3516507,Consórcios do DRS II,35023,RRAS12,3531
SP,3515905,Votuporanga,35157,RRAS12,3531
SP,3515657,Marília,35093,RRAS10,3533
SP,3515509,Fernandópolis,35154,RRAS12,3531
SP,3515301,Alta Sorocabana,35112,RRAS11,3532
SP,3515186,Mantiqueira,35142,RRAS15,3528
AL,2706448,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704
SP,3514924,Catanduva,35151,RRAS12,3531
TO,1717800,Sudeste,17003,Centro-Sul,1702
TO,1701309,Médio Norte Araguaia,17001,Norte,1701
TO,1702406,Sudeste,17003,Centro-Sul,1702
TO,1702703,Sudeste,17003,Centro-Sul,1702
TO,1711902,Cantão,17007,Centro-Sul,1702
SC,4210209,Grande Florianópolis,42007,Grande Florianópolis,4214
TO,1713304,Capim Dourado,17006,Centro-Sul,1702
